Texto;Ementa;Vereador;Data;Nota;isUtil
"Art. 10 Fica obrigatória a reserva de unidades habitacionais nos conjuntos residenciais construídos, implantados, gerenciados, ou incorporados pela COHAB  Companhia de Habitação Popular de Campinas, para utilização como abrigo temporário para mulheres e ou famílias em risco.
Parágrafo único A reserva será de, no mínimo, uma unidade habitacional por conjunto de 100 (cem) unidades.
Art. 2 0 Considera-se mulher e ou família em risco aquelas que possuírem medida protetiva concedida pelo Poder Judiciário.
Parágrafo único Preferencialmente serão atendidas as mulheres e ou famílias que não disponham de imóvel residencial próprio e que possuam filhos menores.
Art. 20 As unidades habitacionais especialmente reservadas deverão estar mobiliadas de forma a permitir aos abrigados condições de conforto e segurança.
Art. 30 As mulheres e ou famílias em risco serão acolhidas pela Secretaria de Assistência Social e Segurança Alimentar que as encaminhará para as unidades habitacionais disponíveis.
Art. 40 Caberá ainda à Secretaria de Assistência Social e Segurança Alimentar o provisionamento dos serviços de água, energia elétrica e gás, bem como de produtos alimentícios e de higiene para a unidade habitacional.
Parágrafo único O provisionamento de serviços e produtos de que trata o caput deste artigo será efetuado pelo período de 3 (três) meses, podendo ser prorrogado após avaliação sócio econômica e de risco realizada por Assistente Social.
Art. 50 A mulheres e ou famílias atendidas não poderão divulgar o endereço da unidade habitacional para o agressor, seus parentes ou amigos sob pena de perda do direito à habitação.
Art. 6 0 A cessão da unidade habitacional será pelo prazo de 6 (seis) meses, podendo ser prorrogada por igual período após avaliação sócio econômica e de risco realizada por Assistente Social.

S 1 0 0 prazo máximo de permanência na unidade será de 1 (um) ano, quando se dará a desocupação compulsória.
S 2 0 A notificação da desocupação compulsória será feita pela Secretaria de Assistência Social e Segurança Alimentar com 30 (trinta) dias de antecedência.
S 30 A desocupação do imóvel será realizada pela COHAB diretamente e independe de ordem, ou mandado judicial.
Art. 70 A Secretaria de Assistência Social e Segurança Alimentar designará assistente social responsável para avaliar, vistoriar e fiscalizar as unidades habitacionais, devendo emitir parecer sobre a situação dos ocupantes, do imóvel e demais assuntos pertinentes.
Art. 8 0 Os ocupantes serão responsáveis pelo mobiliário, limpeza, higiene e conservação do imóvel, podendo ser retirados do mesmo em caso de abuso, quebra ou destruição de bens.
Art. 9 0 A Prefeitura Municipal poderá negociar com incorporadoras de conjuntos habitacionais, dentro do escopo das contrapartidas que lhes competem, a doação de imóveis para funcionar como abrigo temporário.
Parágrafo único Na negociação a Prefeitura Municipal exigirá que o imóvel esteja mobiliado.
Art. 10 A COHAB — Companhia de Habitação Popular de Campinas poderá destinar imóveis para servir de abrigo dentre aqueles objeto de reintegração de posse por falta de pagamento, ou outra situação que implicar na devolução do imóvel.
Art. 11 Para criar o primeiro grupo de unidades habitacionais abrigo poderão ser locados imóveis.
Art. 12 A Secretaria de Assistência Social e Segurança Alimentar poderá firmar convênio com entidades públicas ou privadas para dar cumprimento ao disposto nesta lei.
Art. 13 Esta lei entra em vigor na data de sua publicação, revogadas as disposições em contrário.";DISPÕE SOBRE A RESERVA DE UNIDADES HABITACIONAIS PARA SERVIR DE ABRIGO TEMPORÁRIO PARA MULHERES E/OU FAMÍLIAS EM RISCO E DÁ OUTRAS PROVIDÊNCIAS.;Aurélio Cláudio;2019;7;não
"Art. I P Serão desvinculados dos estabelecimentos de ensino oficiais da rede pública municipal de educação e neles terão a matrícula recusada os alunos que forem condenados, administrativa ou judicialmente, em casos de:
I	- depredação do patrimônio público em estabelecimento de ensino oficial da rede pública municipal;
II	- violência física ou agressão verbal injustas contra professor, diretor ou qualquer funcionário elou servidor do estabelecimento de ensino.
Art. 2 2 0 aluno terá o direito de formular alegações e apresentar documentos antes da decisão final, os quais serão objeto de consideração pela autoridade competente, de modo que o ato de desvinculação seja devidamente justificado e precedido de manifestação do aluno interessado, respeitando-se o contraditório e a ampla defesa.
Art. 3 2 As despesas decorrentes da implantação desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário.
Art. 4 2 Esta Lei entra em vigor na data de sua publicação.";ESTABELECE CRITÉRIOS PARA A DESVINCULAÇÃO DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE EDUCAÇÃO.;Nelson Hossri;2019;6;não
"Art. 1 2 0 Hino Nacional, símbolo nacional composto de música de Francisco Manoel da Silva e de poema de Joaquim Osório Duque Estrada, de acordo com os Decretos Federais n? 171, de 20 de janeiro de 1890, e n? 15.671, de 6 de setembro de 1922, e com os Anexos n? 3, n? 4, n e 5, n e 6 e n? 7 da Lei Federal n? 5.700, de I P de setembro de 1971, deve ser obrigatoriamente executado e entoado todas as segundas-feiras em toda a rede de ensino municipal de Campinas.
Parágrafo único. Caso não haja aula na segunda-feira, a execução e entoação do Hino Nacional serão adiadas para o próximo dia útil.
Art. 2 2 As despesas decorrentes da execução desta Lei correrão por conta de dotação orçamentária própria, suplementada se necessária.
Art. 3 2 Esta Lei entra em vigor na data de sua publicação.";DISPÕE SOBRE A OBRIGATORIEDADE DA EXECUÇÃO E A ENTONAÇÃO DO HINO NACIONAL ÀS SEGUNDAS-FEIRAS EM TODA A REDE DE ENSINO MUNICIPAL DE CAMPINAS.;Tenente Santini;2019;6;não
"Art. I P Fica declarada órgão de utilidade pública municipal a Fundação Urbe9, situada no município de Campinas e inscrita no Cadastro Nacional de Pessoa Jurídica — CNPJ sob o número 27.448.107/0001-53.
Art. 2 2 Esta Lei entra em vigor na data de sua publicação.";DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A FUNDAÇÃO URBE9.;Jorge da Farmácia;2019;7;não
Art. 1 0 Fica denominada Praça João Oliveira de Souza a Praça 01 (Quarteirão 2468, Código Cartográfico 3444.1106.0070, com área de 3.268,20m 2) do loteamentc Jardim Pita, situada entre a Rua 03, a Quadra E, a Rua João Pereira Terra (Rua 01) e uma área da CPFL, no mesmo loteamento.;DENOMINA PRAÇA JOÃO OLIVEIRA DE SOUZA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Luiz Rossini;2019;9;não
"Art. 1.0 -- Fica proibido a venda e comercialização de brinquedos, nacionais e importados, que se constituem réplicas de armas de fogo e armas brancas, bem como qualquer brinquedo (lue tenha cano ou gatilho, no município de Campinas.
Paragrafo Unico: O disposto no caput, se aplica às lojas especializadas ou não, feiras livres qualquer estabelecimento comercial.
Art. 20 — O descumprimento desta Lei, sujeitará ao infrator às seguintes penalidades:
I — Advertência;
11 - Multa de 3.000 (três mil) UFIC's;
III	— Suspensão das atividades por 30 (trinta) dias;
IV	— Cassação do alvará de funcionamento.
Art. 3 0 — Fica o Poder Público autorizado a celebrar convênios com empresas privadas sindicatos e entidades de caráter público, para a viabilizar a perfeita execução desta Lei.
Art. 40 — O Poder Executivo regulamentará esta Lei, no que couber, no prazo de 60 (sessenta dias, a contar de sua publicação.
Art. 50 — Esta lei entra em vigor na data de sua publicação.";PROÍBE A VENDA DE BRINQUEDOS QUE SE CONSTITUEM RÉPLICAS E SIMULACROS DE ARMAS DE FOGO E ARMAS BRANCAS, NO MUNICÍPIO DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;Carmo Luiz;2019;13;não
"Art. 10 Ficam os órgãos públicos, empresas públicas, empresas concessionárias de serviços públicos e empresas privadas localizadas no município de Campineis obrigadas a dispensar, durante todo o expediente, atendimento preferencial êlS pessoas com fibromialgia.
Art.20 As empresas comerciais que recebem pagamentos de contas deverão incluir as pessoas com fibromialgia nas filas de atendimento preferencial já destinadas acjs idosos, gestantes e pessoas com deficiência.
Art.30 0 Poder Executivo poderá regulamentar esta lei, no que couber, especialmente quanto à forma de identificação dos beneficiários.
Art.40 As despesas decorrentes do cumprimento desta Lei correrão por dotação orçamentária própria, suplementada se necessário.
Art.50 Esta lei entrará em vigor na data da sua publicação, revogadas as disposições em contrário.";DISPÕE SOBRE O ATENDIMENTO PREFERENCIAL ÀS PESSOAS COM FIBROMIALGIA NOS LOCAIS QUE ESPECIFICA E DÁ OUTRAS PROVIDÊNCIAS.;Vinicius Gratti;2019;7;não
"Art. 10 Ficam os órgãos públicos, empresas públicas, empresas concessionárias de serviços públicos e empresas privadas localizadas no município de Campineis obrigadas a dispensar, durante todo o expediente, atendimento preferencial êlS pessoas com fibromialgia.
Art.20 As empresas comerciais que recebem pagamentos de contas deverão incluir as pessoas com fibromialgia nas filas de atendimento preferencial já destinadas acjs idosos, gestantes e pessoas com deficiência.
Art.30 0 Poder Executivo poderá regulamentar esta lei, no que couber, especialmente quanto à forma de identificação dos beneficiários.
Art.40 As despesas decorrentes do cumprimento desta Lei correrão por dotação orçamentária própria, suplementada se necessário.
Art.50 Esta lei entrará em vigor na data da sua publicação, revogadas as disposições em contrário.";DISPÕE SOBRE O ATENDIMENTO PREFERENCIAL ÀS PESSOAS COM FIBROMIALGIA NOS LOCAIS QUE ESPECIFICA E DÁ OUTRAS PROVIDÊNCIAS.;Vinicius Gratti;2019;7;não
"Art. 1º  Fica ins tuído o Programa Municipal para a População Imigrante, a ser implementado de forma transversal às polí cas e aos serviços públicos, com os seguintes obje vos:
I	- garantir ao imigrante o acesso a direitos sociais e aos serviços públicos;
II	- promover o respeito à diversidade e à interculturalidade;
III	- impedir violações de direitos;
IV	- fomentar a par cipação social e desenvolver ações coordenadas com a sociedade civil.
Parágrafo único.  Considera-se população imigrante, para os fins desta Lei, todas as pessoas que se transferem de seu lugar de residência habitual em outro país para o Brasil, compreendendo imigrantes laborais, estudantes, pessoas em situação de refúgio e apátridas, bem como suas famílias, independentemente de sua situação imigratória e documental.
Art. 2º  São princípios do Programa Municipal para a População Imigrante:
I	- igualdade de direitos e de oportunidades, observadas as necessidades específicas dosimigrantes;
II	- promoção da regularização da situação da população imigrante;
III	- universalidade, indivisibilidade e interdependência dos direitos humanos dos imigrantes;IV - combate à xenofobia, ao racismo, ao preconceito e a quaisquer formas de discriminação;
V - promoção de direitos sociais dos imigrantes, por meio do acesso universalizado aos serviços públicos, nos termos da legislação municipal; VI - fomento à convivência familiar e comunitária.
Art. 3º  São diretrizes da atuação do Poder Público na implementação do Programa Municipal para a População Imigrante:
I	- conferir isonomia no tratamento à população imigrante e às diferentes comunidades;
II	- priorizar os direitos e o bem-estar da criança e do adolescente imigrantes, nos termos doEstatuto da Criança e do Adolescente;
III	- respeitar especificidades de gênero, raça, etnia, orientação sexual, idade, religião edeficiência;
IV	- garan r acessibilidade aos serviços públicos, facilitando a iden ficação do imigrante pormeio dos documentos de que for portador;
V	- divulgar informações direcionadas à população imigrante sobre os serviços públicosmunicipais, com distribuição de materiais acessíveis;
VI	- monitorar a implementação do disposto nesta Lei, apresentando relatórios periódicossobre o seu cumprimento, respeitadas as hipóteses legais de sigilo;
VII	- estabelecer parcerias com órgãos e/ou en dades de outras esferas federa vas parapromover a inclusão dos imigrantes e dar celeridade à emissão de documentos;
VIII	- promover a par cipação de imigrantes nas instâncias de gestão par cipa va,garan ndo-lhes o direito de votarem e serem votados nos conselhos municipais;
IX	- apoiar grupos de imigrantes e organizações que desenvolvam ações voltadas a essepúblico, fortalecendo a ar culação entre eles;
X	- prevenir permanentemente e oficiar as autoridades competentes em relação a gravesviolações de direitos da população imigrante, em especial o tráfico de pessoas, o trabalho escravo e a xenofobia, além das agressões 	sicas e ameaças psicológicas durante o deslocamento.
Parágrafo único.  O Poder Público municipal deverá oferecer acesso a canal de denúncias para atendimento dos imigrantes em casos de discriminação e outras violações de direitos fundamentais ocorridas em serviços e equipamentos públicos.
Art. 4º  São ações prioritárias na implementação do Programa Municipal para a População Imigrante:
I	- garan r à população imigrante o direito à assistência social, assegurando o acesso aosmínimos sociais e ofertando serviços de acolhida ao imigrante em situação de vulnerabilidade social;
II	- garan r o acesso universal da população imigrante à saúde, observadas:
a)	as necessidades especiais relacionadas ao processo de deslocamento;
b)	as diferenças de perfis epidemiológicos;
III - promover o direito do imigrante ao trabalho decente, atendidas as seguintes orientações:
a)	igualdade de tratamento e de oportunidades em relação aos demais trabalhadores;
b)	inclusão da população imigrante no mercado formal de trabalho;
c)	fomento ao empreendedorismo;
IV	- garan r às crianças, aos adolescentes, aos jovens e às pessoas adultas imigrantes odireito à educação na rede de ensino público municipal, por meio do seu acesso, permanência e terminalidade;
V	- valorizar a diversidade cultural, garan ndo a par cipação da população imigrante naagenda cultural do município, observados:
a)	a abertura à ocupação cultural de espaços públicos;
b)	o incen vo à produção intercultural;
VI	- coordenar ações no sen do de dar acesso à população imigrante a programashabitacionais, promovendo o seu direito à moradia digna, seja provisória, de curto ou médio prazo, seja defini va;
VII	- incluir a população imigrante nos programas e nas ações de esportes, lazer e recreação,bem como garan r seu acesso aos equipamentos espor vos municipais.
Art. 5º  As despesas com a execução desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário.
Art. 6º  Esta Lei entra em vigor na data da sua publicação.";INSTITUI O PROGRAMA MUNICIPAL PARA A POPULAÇÃO IMIGRANTE E DISPÕE SOBRE SEUS OBJETIVOS, PRINCÍPIOS, DIRETRIZES E AÇÕES PRIORITÁRIAS.;Carlão do PT;2019;12;não
"Art. 1º  Ficam asseguradas aos estudantes dos estabelecimentos públicos de ensino fundamental da rede municipal de ensino de Campinas a criação, organização e atuação de grêmios estudantis, como entidades representativas de seus interesses, na forma desta Lei e em conformidade com a Lei Estadual nº 15.667, de 12 de janeiro de 2015, e com a Lei Federal nº 7.398, de 4 de novembro de 1985.
Art. 2º  A criação do grêmio estudantil dar-se-á mediante assembleia geral de estudantes, convocada por edital de autoria:
I	- da diretoria de ensino;
II	- do diretor da escola;
III	- dos alunos, através de abaixo-assinado; ouIV - da Associação de Pais e Mestres – APM.
§ 1º  A assembleia referida no caput terá como objeto a discussão e a deliberação dos seguintes assuntos:
CÂMARA MUNICIPAL DE CAMPINAS
Estado de São Paulo www.campinas.sp.leg.br
§ 2º  A assembleia geral será realizada no prazo máximo de trinta dias após a publicação do edital referido no caput deste artigo.
§ 3º  A publicação do edital referido no caput será ampla e irrestrita dentro do ambiente escolar, com divulgação no interior das salas de aula e nas demais dependências de convívio escolar.
Art. 3º  Os estabelecimentos públicos de ensino fundamental da rede municipal de ensino deverão assegurar ao grêmio estudantil:
I	- espaço para sua instalação e realização de suas atividades;
II	- livre alocação e circulação de seus cartazes, panfletos, jornais e publicações;
III	- acesso dos representantes do grêmio a todas as dependências da instituição.
Art. 4º  Os membros da diretoria do grêmio estudantil terão asseguradas a sua permanência e a sua rematrícula desde sua eleição até um ano após o fim de seu mandato.
Art. 5º  As despesas com a execução desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário.
Art. 6º  Esta Lei entra em vigor na data da sua publicação.";DISPÕE SOBRE A CRIAÇÃO, ORGANIZAÇÃO E ATUAÇÃO DOS GRÊMIOS ESTUDANTIS NOS ESTABELECIMENTOS DE ENSINO PÚBLICO FUNDAMENTAL DA REDE MUNICIPAL DE CAMPINAS.;Carlão do PT;2019;14;não
Art. 1 0 Fica denominado Praça Marcelo Xavier de Souza o Sistema de Lazer 03 (Quarteirão 11.306, Código Cartográfico 4313.2128.2476, com área de 7.135,21m 2) do loteamento Ville Sainte-Hélêne, no distrito de Sousas, situado entre a Rua Rita Zanotto Marchioni (Rua 10), a Rua Ana Viana Silveira Franco (Rua 03) e áreas de preservação permanente, no mesmo loteamento.;DENOMINA PRAÇA MARCELO XAVIER DE SOUZA UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;Fernando Mendes;2019;9;não
"Art. I P Ficam os estabelecimentos de ensino oficiais da rede pública municipal obrigados a manter agentes da Guarda Municipal elou agentes de segurança privada, armados, durante o seu horário regular de funcionamento.
S I P Os agentes da Guarda Municipal e os agentes de segurança privada deverão:
I	- ter formação e treinamento adequados para o desempenho das funções, com atualização periódica;
II	- ter capacitação psicológica para o exercício das funções e para o trato com o público.
S 2 2 Os agentes da Guarda Municipal e os agentes de segurança privada deverão utilizar uniforme completo durante o horário do expediente.
Art. 2 2 Ficam os estabelecimentos de ensino oficiais da rede pública municipal obrigados a
manter, nas entradas, portas com detectores de metais.
Parágrafo único. Os detectores de metais referidos no caput deverão permanecer ligados durante o horário regular de funcionamento dos estabelecimentos de ensino.";ESTABELECE A OBRIGATORIEDADE DE OS ESTABELECIMENTOS DE ENSINO OFICIAIS DA REDE PÚBLICA MUNICIPAL MANTEREM AGENTES DA GUARDA MUNICIPAL E/OU AGENTES DE SEGURANÇA PRIVADA, ARMADOS, BEM COMO PORTAS COM DETECTORES DE METAIS LIGADOS DURANTE O SEU HORÁRIO REGULAR DE FUNCIONAMENTO.;Nelson Hossri;2019;2;sim
"Art. 8 2 -A Fica proibida a emissão de ruídos em desacordo com as normas e condições estabelecidas nesta Lei por escapamento ou outro componente de veículos automotores.
Art. 8 2 -B As diretrizes gerais e os limites máximos referentes ao ruído nas proximidades do escapamento dos veículos automotores, inclusive os com carroceria, complementação e modificação, nacionais ou importados, seguirão a Resolução n? 418, de 25 de novembro de 2009, do Conselho Nacional do Meio Ambiente — Conama, e suas atualizações, para fins de fiscalização em vias e  logradouros públicos do município de Campinas.
Parágrafo único. Os procedimentos de medição devem seguir o estabelecido pela NBR 9714:2000 e suas atualizações.
Art. 8 2 -C Os veículos concebidos exclusivamente para aplicação militar ou agrícola, os veículos de competição e outros de utilização especial, como tratores e máquinas de terraplanagem e de pavimentação, bem como aqueles não utilizados normalmente para transporte urbano e/ou rodoviário, serão dispensados do atendimento das exigências desta Lei.
Art. 8 2 -D Independentemente do nível de ruído medido, o motor, o sistema de escapamento, o sistema de admissão de ar, os encapsulamentos, as barreira
acústicas e os outros componentes do veículo que influenciem diretamente a emissão de ruído deverão ser mantidos conforme a configuração original do fabricante, não apresentando avarias, modificações ou estado avançado de deterioração.
S I Q Caso os sistemas e os componentes de que trata o caput apresentem irregularidades, o infrator estará sujeito às mesmas penalidades previstas neste capítulo para os que ultrapassarem os limites de emissão de ruídos.
S 2 2 0 sistema de escapamento ou parte dele instalados pelo fabricante poderão ser substituídos por sistemas similares, desde que o nível de ruído não ultrapasse o limite previsto na legislação.
Art. 8 2 -E Considera-se infrator, para os fins deste capítulo, o proprietário do veículo em que estiver instalado o escapamento ou componente emissor de ruídos acima do permitido.
Art. 8 2 -F A emissão de ruídos em desacordo com as normas e condições estabelecidas nesta Lei por escapamento ou demais componentes de veículos automotores referidos neste capítulo sujeita o infrator às seguintes sanções:
I	- multa de caráter ambiental, lavrada por agente fiscalizador, no valor de 1.000 (mil) Unidades Fiscais de Campinas — UFICs, a ser dobrado na primeira reincidência e duplicado a partir da segunda reincidência;
II	- multa, apreensão e/ou remoção do veículo por agentes de trânsito para regularização, nos casos e hipóteses constantes do Código de Trânsito Brasileiro e resoluções.
Parágrafo único. Entende-se como reincidência o cometimento da mesma infração em período inferior a trinta dias.""";ACRESCENTA O CAPÍTULO I-A À LEI Nº 14.011, DE 12 DE JANEIRO DE 2011, QUE “DISPÕE SOBRE A PROTEÇÃO CONTRA A POLUIÇÃO SONORA, CONTROLE DE SONORIZAÇÃO NOCIVA OU PERIGOSA EM ÁREAS PÚBLICAS, PARTICULARES E ESTABELECIMENTOS COMERCIAIS, DISCIPLINA A PIROTECNIA E DÁ OUTRAS PROVIDÊNCIAS”.;Luiz Rossini;2019;5;sim
"Art. 10 Ficam obrigadas todas as escolas da rede privada e municipal de Campinas a ministrarem, periodicamente, treinamento adequado de evacuação em caso de incêndio aos seus funcionários, professores e estudantes, através de simulações, em consonância com o disposto no Decreto Estadual 56819/2011 e LC 1257 de 06 de janeiro de 2015 e Lei Municipal 14.138 de 14 de Outubro de 2011 e o Decreto Municipal 17.683 de 24 de Agosto de 2012.
S 10 As simulações a que se refere o caput deverão ser realizadas no início de cada ano letivo e pelo menos uma vez a cada semestre.
S 20 Caberá a cada instituição de ensino definir as datas para a realização das simulações, após a definição encaminhar as datas para órgãos responsáveis por da administração pública municipal.
Art. 20 Aos gestores de cada escola compete:
I	- Garantir que todos os professores e funcionários participem dos treinamentos;
II	- Garantir que os estudantes recebam o treinamento adequado.
Art. 30 Concluído o treinamento destinado aos funcionários e aos professores e devidamente ministradas as aulas ou palestras de procedimento de evacuação aos estudantes , serão então realizadas as simulações com a participação de toda a comunidade escolar.
Art. 40 0 descumprimento da presente Lei por parte da rede de escolas privadas implicará nas seguintes penalidades:
I — Advertência por escrito;
I
Il- Em caso de reincidência, multa correspondente a l(hum) mil UFICs por estudante matriculado
Ill- Suspensão do alvará de funcionamento até que os entraves que deram ensejo ao descumprimento sejam sanados.";DISPÕE SOBRE A OBRIGATORIEDADE DAS ESCOLAS DA REDE PRIVADA MUNICIPAL DE ENSINO DE CAMPINAS DE MINISTRAREM TREINAMENTO ADEQUADO AO CORPO DOCENTE, AOS FUNCIONÁRIOS E AOS ESTUDANTES, PARA SIMULAÇÕES DE EVACUAÇÃO EM CASOS DE INCÊNDIO E DÁ OUTRAS PROVIDÊNCIAS.;Gustao Petta;2019;12;não
"Art. 10 Ficam obrigadas todas as escolas da rede privada e municipal de Campinas a ministrarem, periodicamente, treinamento adequado de evacuação em caso de incêndio aos seus funcionários, professores e estudantes, através de simulações, em consonância com o disposto no Decreto Estadual 56819/2011 e LC 1257 de 06 de janeiro de 2015 e Lei Municipal 14.138 de 14 de Outubro de 2011 e o Decreto Municipal 17.683 de 24 de Agosto de 2012.
S 10 As simulações a que se refere o caput deverão ser realizadas no início de cada ano letivo e pelo menos uma vez a cada semestre.
S 20 Caberá a cada instituição de ensino definir as datas para a realização das Art. 1º  Passa a ser obrigatória a afixação, em lugar de fácil visualização, de cartazes informa vos sobre a Lei Federal nº 12.845, de 1º de agosto de 2013 – “Lei do Minuto Seguinte”, nos seguintes locais:
I	- hospitais públicos integrantes da rede do Sistema Único de Saúde – SUS instalados nomunicípio de Campinas;
II	- centros de saúde;
III	- unidades de pronto atendimento – UPAs;
IV	- ônibus de empresas concessionárias que circulam em Campinas.
§ 1º  O cartaz de que trata o caput deverá conter informações, em escrita legível, sobre o atendimento obrigatório, imediato e integral de pessoas em situação de violência sexual.
§ 2º  As medidas do cartaz de que trata o caput serão de 297mm (duzentos e noventa e sete milímetros) X 420mm (quatrocentos e vinte milímetros) – folha A3.
II - multa no valor correspondente a 200 (duzentas) Unidades Fiscais de Campinas – UFICs nos casos de reincidência ou de não regularização no prazo es pulado no inciso I deste ar go.
Art. 3º  O Poder Execu vo regulamentará esta Lei no que couber.
Art. 4º  As despesas decorrentes da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 5º  Esta Lei entra em vigor na data de sua publicação. 
Art. 6º  Ficam revogadas as disposições em contrário.

";"DISPÕE SOBRE A AFIXAÇÃO DE CARTAZES DE DIVULGAÇÃO DA LEI Nº 12.845 - ""LEI DO MINUTO SEGUINTE"", NO ÂMBITO DE CAMPINAS, EM HOSPITAIS PÚBLICOS E OUTROS LUGARES QUE ESPECIFICA.";Luiz Cirilo;2019;11;não
A PARTIR DESTA DATA E CONFORME MANIFESTAÇÃO DA PROCURADORIA LEGISLATIVA, ACATADA PELA PRESIDÊNCIA, ESTE  PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 49/2020;ACRESCENTA O ART. 20-A À LEI Nº 9.953, DE 18 DE DEZEMBRO DE 1998, QUE “DISPÕE SOBRE A INSTALAÇÃO E O FUNCIONAMENTO DE ELEVADORES DE PASSAGEIROS E ESCADAS ROLANTES E DÁ OUTRAS PROVIDÊNCIAS”.;Marcelo Silva;2019;11;não
Art. 1 0 Fica denominada Praça Padre José Rubio Calvo a praça de Código Cartográfico 3411.4349.0001 (Quarteirão 6216, Quadra 35) e com área de 720,00m 2 do loteamento Vila Boa Vista, situada entre a Rua das Cerejeiras (Rua 25), a Rua das Acácias (Rua H) e a Rua dos Faveiros (Rua 26), no mesmo loteamento.;DENOMINA PRAÇA PADRE JOSÉ RUBIO CALVO UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Carlão do PT;2019;9;não
Art. 1º Fica denominada Praça Edson Eraldo Folis a Praça 03 (Quarteirão 16794, Código Cartográfico 3442.4348.0001, com área de 6.300,00m?) do loteamento Vila Antônio Francisco, situada entre a Rua Angela Piccolotto (Rua 04), a Rua Antonieta Quattrer Serra (Rua 02), a Rua Professor Alberto Martins (Rua 05), todas no mesmo loteamento, e a Avenida Engenheiro Augusto Figueiredo, no Jardim Tupi. ;DENOMINA PRAÇA EDSON ERALDO FOLIS UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Gilberto Vermelho;2019;9;não
Art. 1º Fica denominada Praça Etelvina Ramos a Praça 02 (Quarteirão 2486, Código Cartográfico 3442.4387.0001, com área de 3.839,35m?) do loteamento Jardim São Pedro, situada entre a Rua Ormeno Gomes Henking (Rua 12), a Rua Júlio Fernandes (Rua 08) e a divisa do loteamento. Art. 2º Esta Lei entra em vigor na data de sua publicação.;DENOMINA PRAÇA ETELVINA RAMOS UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Luiz Rossini;2019;9;não
Art. 1º Fica instituída no Calendário Oficial do Município de Campinas a Mostra Amilar Alves de Audiovisual, a ser celebrada anualmente na última semana do mês de maio. Art. 22º A Mostra Amilar Alves de Audiovisual será organizada pela Câmara Temática do Audiovisual de Campinas — CTAv Campinas, associação independente de produtores da região.;INSTITUI NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE CAMPINAS A MOSTRA AMILAR ALVES DE AUDIOVISUAL, A SER CELEBRADA ANUALMENTE NA ULTIMA SEMANA DO MÊS DE MAIO.;Vinicius Gratti;2019;10;não
Art. 1º Os sistemas de ensino deverão implantar, gradativamente, sistema de controle digital de acesso de alunos em escolas públicas da rede municipal de ensino de Campinas. Art. 2º Para ter acesso ao estabelecimento de ensino, o aluno deverá utilizar cartão de identificação magnético em catraca na entrada da escola ou realizar a leitura de sua impressão digital através de aparelho de biometria. Art. 3º O controle digital de acesso de alunos deverá ser acompanhado por um profissional capacitado. Art. 4º Como complemento ao sistema de controle digital, deverão ser implantadas câmeras de monitoramento para controle externo por meio do Centro Integrado de Monitoramento de Campinas — CIMCamp. ;DISPÕE SOBRE A OBRIGATORIEDADE DE CONTROLE DIGITAL DE ACESSO DE ALUNOS EM ESCOLAS PÚBLICAS DA REDE MUNICIPAL DE ENSINO.;Cidão Santos;2019;6;não
